Value Set Name,External ID,Value Set ID,Code system,Code,Description,Output Reason,Single Soft,Single Hard,Hard,Soft,Only if these Codes are not present,Reason,NDC Required
,,,HCPCS,J1939,"Injection, bumetanide, 0.5 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1950,"Injection, leuprolide acetate (for depot suspension), per 3.75 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2249,"Injection, remimazolam, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2186,"Injection, meropenem and vaborbactam, 10mg/10mg (20mg)",Included rule,,,,,,,Yes
,,,HCPCS,J2183,"Injection, meropenem (wg critical care), not therapeutically equivalent to j2185, 100 mg",Included rule,,,,,,,Yes
,,,HCPCS,J7525,"Tacrolimus, parenteral, 5 mg",Included rule,,,,,,,Yes
,,,HCPCS,J7312,"Injection, dexamethasone, intravitreal implant, 0.1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J7323,"Hyaluronan or derivative, euflexxa, for intra-articular injection, per dose",Included rule,,,,,,,Yes
,,,HCPCS,J7294,"Segesterone acetate and ethinyl estradiol 0.15mg, 0.013mg per 24 hours; yearly vaginal system, each",Included rule,,,,,,,Yes
,,,HCPCS,J7300,Intrauterine copper contraceptive (paragard),Included rule,,,,,,,Yes
,,,HCPCS,J7314,"Injection, fluocinolone acetonide, intravitreal implant (yutiq), 0.01 mg",Included rule,,,,,,,Yes
,,,HCPCS,J7510,"Prednisolone oral, per 5 mg",Included rule,,,,,,,Yes
,,,HCPCS,J7516,"Injection, cyclosporine, 250 mg",Included rule,,,,,,,Yes
,,,HCPCS,J7504,"Lymphocyte immune globulin, antithymocyte globulin, equine, parenteral, 250 mg",Included rule,,,,,,,Yes
,,,HCPCS,J7193,"Factor ix (antihemophilic factor, purified, non-recombinant) per i.u.",Included rule,,,,,,,Yes
,,,HCPCS,Q5115,"Injection, rituximab-abbs, biosimilar, (truxima), 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,Q5117,"Injection, trastuzumab-anns, biosimilar, (kanjinti), 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0896,"Injection, luspatercept-aamt, 0.25 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0177,"Injection, aflibercept hd, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0178,"Injection, aflibercept, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1750,"Injection, iron dextran, 50 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1790,"Injection, droperidol, up to 5 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1640,"Injection, hemin, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1675,"Injection, histrelin acetate, 10 micrograms",Included rule,,,,,,,Yes
,,,HCPCS,J1809,"Injection, fosdenopterin, 0.1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1460,"Injection, gamma globulin, intramuscular, 1 cc",Included rule,,,,,,,Yes
,,,HCPCS,J1456,"Injection, fosaprepitant (teva), not therapeutically equivalent to j1453, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1552,"Injection, immune globulin (alyglo), 500 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1596,"Injection, glycopyrrolate, 0.1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J3302,"Injection, triamcinolone diacetate, per 5 mg",Included rule,,,,,,,Yes
,,,HCPCS,J3375,"Injection, vancomycin hydrochloride (xellia), not therapeutically equivalent to j3373, 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J3393,"Injection, betibeglogene autotemcel, per treatment",Included rule,,,,,,,Yes
,,,HCPCS,J3397,"Injection, vestronidase alfa-vjbk, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J3262,"Injection, tocilizumab, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J7100,"Infusion, dextran 40, 500 ml",Included rule,,,,,,,Yes
,,,HCPCS,J7165,"Injection, prothrombin complex concentrate, human-lans, per i.u. of factor ix activity",Included rule,,,,,,,Yes
,,,HCPCS,J7121,"5% dextrose in lactated ringers infusion, up to 1000 cc",Included rule,,,,,,,Yes
,,,HCPCS,J3424,"Injection, hydroxocobalamin, intravenous, 25 mg",Included rule,,,,,,,Yes
,,,HCPCS,J3475,"Injection, magnesium sulfate, per 500 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9330,"Injection, temsirolimus, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9316,"Injection, pertuzumab, trastuzumab, and hyaluronidase-zzxf, per 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9273,"Injection, tisotumab vedotin-tftv, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9294,"Injection, pemetrexed (hospira), not therapeutically equivalent to j9305, 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9292,"Injection, pemetrexed dipotassium, 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0582,"Injection, bivalirudin (endo), not therapeutically equivalent to j0583, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0586,"Injection, abobotulinumtoxina, 5 units",Included rule,,,,,,,Yes
,,,HCPCS,J0476,"Injection, baclofen, 50 mcg for intrathecal trial",Included rule,,,,,,,Yes
,,,HCPCS,J0525,"Injection, cefotetan disodium, 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0283,"Injection, amiodarone hydrochloride (nexterone), 30 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0300,"Injection, amobarbital, up to 125 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0220,"Injection, alglucosidase alfa, 10 mg, not otherwise specified",Included rule,,,,,,,Yes
,,,HCPCS,J0270,"Injection, alprostadil, 1.25 mcg (code may be used for medicare when drug administered under the direct supervision of a physician, not for use when drug is self administered)",Included rule,,,,,,,Yes
,,,HCPCS,J0225,"Injection, vutrisiran, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2782,"Injection, avacincaptad pegol, 0.1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2810,"Injection, theophylline, per 40 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2804,"Injection, rifampin, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J3055,"Injection, talquetamab-tgvs, 0.25 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2865,"Injection, sulfamethoxazole 5 mg and trimethoprim 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2700,"Injection, oxacillin sodium, up to 250 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2670,"Injection, tolazoline hcl, up to 25 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2787,"Riboflavin 5'-phosphate, ophthalmic solution, up to 3 ml",Included rule,,,,,,,Yes
,,,HCPCS,J2562,"Injection, plerixafor, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2510,"Injection, penicillin g procaine, aqueous, up to 600,000 units",Included rule,,,,,,,Yes
,,,HCPCS,J2560,"Injection, phenobarbital sodium, up to 120 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2468,"Injection, palonosetron hydrochloride (posfrea), 25 micrograms",Included rule,,,,,,,Yes
,,,HCPCS,J2507,"Injection, pegloticase, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,S0156,"Exemestane, 25 mg",Included rule,,,,,,,Yes
,,,HCPCS,S0175,"Flutamide, oral, 125 mg",Included rule,,,,,,,Yes
,,,HCPCS,S0138,"Finasteride, 5 mg",Included rule,,,,,,,Yes
,,,HCPCS,S0190,"Mifepristone, oral, 200 mg",Included rule,,,,,,,Yes
,,,HCPCS,S0093,"Injection, morphine sulfate, 500 mg (loading dose for infusion pump)",Included rule,,,,,,,Yes
,,,HCPCS,Q4168,"Amnioband, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,Q4113,"Graftjacket xpress, injectable, 1 cc",Included rule,,,,,,,Yes
,,,HCPCS,Q4081,"Injection, epoetin alfa, 100 units (for esrd on dialysis)",Included rule,,,,,,,Yes
,,,HCPCS,Q2026,"Injection, radiesse, 0.1 ml",Included rule,,,,,,,Yes
,,,HCPCS,Q0177,"Hydroxyzine pamoate, 25 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",Included rule,,,,,,,Yes
,,,HCPCS,J2910,"Injection, aurothioglucose, up to 50 mg",Included rule,,,,,,,Yes
,,,HCPCS,Q2017,"Injection, teniposide, 50 mg",Included rule,,,,,,,Yes
,,,HCPCS,Q0174,"Thiethylperazine maleate, 10 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",Included rule,,,,,,,Yes
,,,HCPCS,J1330,"Injection, ergonovine maleate, up to 0.2 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1443,"Injection, ferric pyrophosphate citrate solution (triferic), 0.1 mg of iron",Included rule,,,,,,,Yes
,,,HCPCS,J9151,"Injection, daunorubicin citrate, liposomal formulation, 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9165,"Injection, diethylstilbestrol diphosphate, 250 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9098,"Injection, cytarabine liposome, 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,A2030,"Miro3d fibers, per milligram",Included rule,,,,,,,Yes
,,,HCPCS,A2026,"Restrata minimatrix, 5 mg",Included rule,,,,,,,Yes
,,,HCPCS,A4802,"Protamine sulfate, for hemodialysis, per 50 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0599,"Injection, c-1 esterase inhibitor (human), (haegarda), 10 units",Included rule,,,,,,,Yes
,,,HCPCS,J9153,"Injection, liposomal, 1 mg daunorubicin and 2.27 mg cytarabine",Included rule,,,,,,,Yes
,,,HCPCS,J3398,"Injection, voretigene neparvovec-rzyl, 1 billion vector genomes",Included rule,,,,,,,Yes
,,,HCPCS,J1628,"Injection, guselkumab, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1380,"Injection, estradiol valerate, up to 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1434,"Injection, fosaprepitant (focinvez), 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1436,"Injection, etidronate disodium, per 300 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1448,"Injection, trilaciclib, 1mg",Included rule,,,,,,,Yes
,,,HCPCS,J1245,"Injection, dipyridamole, per 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1110,"Injection, dihydroergotamine mesylate, per 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1097,"Phenylephrine 10.16 mg/ml and ketorolac 2.88 mg/ml ophthalmic irrigation solution, 1 ml",Included rule,,,,,,,Yes
,,,HCPCS,J1200,"Injection, diphenhydramine hcl, up to 50 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1180,"Injection, dyphylline, up to 500 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1308,"Injection, famotidine, 0.25 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1105,"Dexmedetomidine, oral, 1 mcg",Included rule,,,,,,,Yes
,,,HCPCS,J0894,"Injection, decitabine, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9381,"Injection, teplizumab-mzwv, 5 mcg",Included rule,,,,,,,Yes
,,,HCPCS,J9382,"Injection, zenocutuzumab-zbco, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9370,"Vincristine sulfate, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9348,"Injection, naxitamab-gqgk, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9358,"Injection, fam-trastuzumab deruxtecan-nxki, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9360,"Injection, vinblastine sulfate, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9029,"Intravesical instillation, nadofaragene firadenovec-vncg, per therapeutic dose",Included rule,,,,,,,Yes
,,,HCPCS,J9017,"Injection, arsenic trioxide, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9025,"Injection, azacitidine, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J7684,"Triamcinolone, inhalation solution, compounded product, administered through dme, unit dose form, per milligram",Included rule,,,,,,,Yes
,,,HCPCS,J7999,"Compounded drug, not otherwise classified",Included rule,,,,,,,Yes
,,,HCPCS,J8700,"Temozolomide, oral, 5 mg",Included rule,,,,,,,Yes
,,,HCPCS,J8515,"Cabergoline, oral, 0.25 mg",Included rule,,,,,,,Yes
,,,HCPCS,J7642,"Glycopyrrolate, inhalation solution, compounded product, administered through dme, concentrated form, per milligram",Included rule,,,,,,,Yes
,,,HCPCS,J7674,"Methacholine chloride administered as inhalation solution through a nebulizer, per 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J7669,"Metaproterenol sulfate, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, per 10 milligrams",Included rule,,,,,,,Yes
,,,HCPCS,J7665,"Mannitol, administered through an inhaler, 5 mg",Included rule,,,,,,,Yes
,,,HCPCS,J7637,"Dexamethasone, inhalation solution, compounded product, administered through dme, concentrated form, per milligram",Included rule,,,,,,,Yes
,,,HCPCS,J7649,"Isoetharine hcl, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, per milligram",Included rule,,,,,,,Yes
,,,HCPCS,J7647,"Isoetharine hcl, inhalation solution, compounded product, administered through dme, concentrated form, per milligram",Included rule,,,,,,,Yes
,,,HCPCS,J7610,"Albuterol, inhalation solution, compounded product, administered through dme, concentrated form, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J7613,"Albuterol, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J7631,"Cromolyn sodium, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, per 10 milligrams",Included rule,,,,,,,Yes
,,,HCPCS,J7632,"Cromolyn sodium, inhalation solution, compounded product, administered through dme, unit dose form, per 10 milligrams",Included rule,,,,,,,Yes
,,,HCPCS,J7626,"Budesonide, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, up to 0.5 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0702,"Injection, betamethasone acetate 3 mg and betamethasone sodium phosphate 3 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0712,"Injection, ceftaroline fosamil, 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0751,"Emtricitabine 200mg and tenofovir alafenamide 25mg, oral, fda approved prescription, only for use as hiv pre-exposure prophylaxis (not for use as treatment of hiv)",Included rule,,,,,,,Yes
,,,HCPCS,J0874,"Injection, daptomycin (baxter), not therapeutically equivalent to j0878, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0801,"Injection, corticotropin (acthar gel), up to 40 units",Included rule,,,,,,,Yes
,,,HCPCS,J0690,"Injection, cefazolin sodium, 500 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0613,"Injection, calcium gluconate (wg critical care), not therapeutically equivalent to j0612, 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0694,"Injection, cefoxitin sodium, 1 gm",Included rule,,,,,,,Yes
,,,HCPCS,J0699,"Injection, cefiderocol, 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0681,"Injection, ceftobiprole medocaril sodium, 3 mg",Included rule,,,,,,,Yes
,,,HCPCS,Q5137,"Injection, ustekinumab-auub (wezlana), biosimilar, subcutaneous, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,Q5135,"Injection, tocilizumab-aazg (tyenne), biosimilar, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,Q9967,"Low osmolar contrast material, 300-399 mg/ml iodine concentration, per ml",Included rule,,,,,,,Yes
,,,HCPCS,Q9955,"Injection, perflexane lipid microspheres, per ml",Included rule,,,,,,,Yes
,,,HCPCS,Q5147,"Injection, aflibercept-ayyh (pavblu), biosimilar, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,Q5144,"Injection, adalimumab-aacf (idacio), biosimilar, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9046,"Injection, bortezomib (dr. reddy's), not therapeutically equivalent to j9041, 0.1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9043,"Injection, cabazitaxel, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9202,"Goserelin acetate implant, per 3.6 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9217,"Leuprolide acetate (for depot suspension), 7.5 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9226,"Histrelin implant (supprelin la), 50 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9228,"Injection, ipilimumab, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9196,"Injection, gemcitabine hydrochloride (accord), not therapeutically equivalent to j9201, 200 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9056,"Injection, bendamustine hydrochloride (vivimusta), 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9073,"Injection, cyclophosphamide (dr. reddy's), 5 mg",Included rule,,,,,,,Yes
,,,HCPCS,J7606,"Formoterol fumarate, inhalation solution, fda approved final product, non-compounded, administered through dme, unit dose form, 20 micrograms",Included rule,,,,,,,Yes
,,,HCPCS,J7605,"Arformoterol, inhalation solution, fda approved final product, non-compounded, administered through dme, unit dose form, 15 micrograms",Included rule,,,,,,,Yes
,,,HCPCS,J7327,"Hyaluronan or derivative, monovisc, for intra-articular injection, per dose",Included rule,,,,,,,Yes
,,,HCPCS,J7321,"Hyaluronan or derivative, hyalgan, supartz or visco-3, for intra-articular injection, per dose",Included rule,,,,,,,Yes
,,,HCPCS,J7340,"Carbidopa 5 mg/levodopa 20 mg enteral suspension, 100 ml",Included rule,,,,,,,Yes
,,,HCPCS,J7507,"Tacrolimus, immediate release, oral, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J7211,"Injection, factor viii, (antihemophilic factor, recombinant), (kovaltry), 1 i.u.",Included rule,,,,,,,Yes
,,,HCPCS,J7198,"Anti-inhibitor, per i.u.",Included rule,,,,,,,Yes
,,,HCPCS,J7182,"Injection, factor viii, (antihemophilic factor, recombinant), (novoeight), per iu",Included rule,,,,,,,Yes
,,,HCPCS,J7208,"Injection, factor viii, (antihemophilic factor, recombinant), pegylated-aucl, (jivi), 1 i.u.",Included rule,,,,,,,Yes
,,,HCPCS,J7188,"Injection, factor viii (antihemophilic factor, recombinant), (obizur), per i.u.",Included rule,,,,,,,Yes
,,,HCPCS,Q5122,"Injection, pegfilgrastim-apgf (nyvepria), biosimilar, 0.5 mg",Included rule,,,,,,,Yes
,,,HCPCS,Q5099,"Injection, ustekinumab-stba (steqeyma), biosimilar, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,Q5111,"Injection, pegfilgrastim-cbqv (udenyca), biosimilar, 0.5 mg",Included rule,,,,,,,Yes
,,,HCPCS,Q5113,"Injection, trastuzumab-pkrb, biosimilar, (herzuma), 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J0597,"Injection, c-1 esterase inhibitor (human), berinert, 10 units",Included rule,,,,,,,Yes
,,,HCPCS,J0591,"Injection, deoxycholic acid, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J3111,"Injection, romosozumab-aqqg, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2801,"Injection, risperidone (rykindo), 0.5 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2679,"Injection, fluphenazine hcl, 1.25 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2760,"Injection, phentolamine mesylate, up to 5 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2545,"Pentamidine isethionate, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, per 300 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2470,"Injection, pantoprazole sodium, 40 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2472,"Injection, pantoprazole sodium in sodium chloride (baxter), 40 mg",Included rule,,,,,,,Yes
,,,HCPCS,S0126,"Injection, follitropin alfa, 75 iu",Included rule,,,,,,,Yes
,,,HCPCS,S0176,"Hydroxyurea, oral, 500 mg",Included rule,,,,,,,Yes
,,,HCPCS,S0170,"Anastrozole, oral, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,S0091,"Granisetron hydrochloride, 1 mg (for circumstances falling under the medicare statute, use q0166)",Included rule,,,,,,,Yes
,,,HCPCS,S0090,"Sildenafil citrate, 25 mg",Included rule,,,,,,,Yes
,,,HCPCS,S0106,"Bupropion hcl sustained release tablet, 150 mg, per bottle of 60 tablets",Included rule,,,,,,,Yes
,,,HCPCS,Q2050,"Injection, doxorubicin hydrochloride, liposomal, not otherwise specified, 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,Q0139,"Injection, ferumoxytol, for treatment of iron deficiency anemia, 1 mg (for esrd on dialysis)",Included rule,,,,,,,Yes
,,,HCPCS,Q2028,"Injection, sculptra, 0.5 mg",Included rule,,,,,,,Yes
,,,HCPCS,Q0163,"Diphenhydramine hydrochloride, 50 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at time of chemotherapy treatment not to exceed a 48 hour dosage regimen",Included rule,,,,,,,Yes
,,,HCPCS,Q0167,"Dronabinol, 2.5 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",Included rule,,,,,,,Yes
,,,HCPCS,Q0173,"Trimethobenzamide hydrochloride, 250 mg, oral, fda approved prescription anti-emetic, for use as a complete therapeutic substitute for an iv anti-emetic at the time of chemotherapy treatment, not to exceed a 48 hour dosage regimen",Included rule,,,,,,,Yes
,,,HCPCS,J7205,"Injection, factor viii fc fusion protein (recombinant), per iu",Included rule,,,,,,,Yes
,,,HCPCS,J2995,"Injection, streptokinase, per 250,000 iu",Included rule,,,,,,,Yes
,,,HCPCS,J3305,"Injection, trimetrexate glucuronate, per 25 mg",Included rule,,,,,,,Yes
,,,HCPCS,J3310,"Injection, perphenazine, up to 5 mg",Included rule,,,,,,,Yes
,,,HCPCS,C9248,"Injection, clevidipine butyrate, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,C9174,"Injection, datopotamab deruxtecan-dlnk, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1632,"Injection, brexanolone, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9061,"Injection, amivantamab-vmjw, 2 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9144,"Injection, daratumumab, 10 mg and hyaluronidase-fihj",Included rule,,,,,,,Yes
,,,HCPCS,J1738,"Injection, meloxicam, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,C9144,"Injection, bupivacaine (posimir), 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,C9399,Unclassified drugs or biologicals,Included rule,,,,,,,Yes
,,,HCPCS,Q5148,"Injection, filgrastim-txid (nypozi), biosimilar, 1 microgram",Included rule,,,,,,,Yes
,,,HCPCS,C9047,"Injection, caplacizumab-yhdp, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9210,"Injection, emapalumab-lzsg, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9271,"Injection, pembrolizumab, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1454,"Injection, fosnetupitant 235 mg and palonosetron 0.25 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9325,"Injection, talimogene laherparepvec, per 1 million plaque forming units",Included rule,,,,,,,Yes
,,,HCPCS,J2786,"Injection, reslizumab, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1428,"Injection, eteplirsen, 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J9311,"Injection, rituximab 10 mg and hyaluronidase",Included rule,,,,,,,Yes
,,,HCPCS,J0185,"Injection, aprepitant, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,C9460,"Injection, cangrelor, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2860,"Injection, siltuximab, 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2372,"Injection, phenylephrine hydrochloride (biorphen), 20 micrograms",Included rule,,,,,,,Yes
,,,HCPCS,J2401,"Injection, chloroprocaine hydrochloride, per 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2315,"Injection, naltrexone, depot form, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2359,"Injection, olanzapine, 0.5 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2250,"Injection, midazolam hydrochloride, per 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2060,"Injection, lorazepam, 2 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2004,"Injection, lidocaine hcl with epinephrine, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2021,"Injection, linezolid (hospira), not therapeutically equivalent to j2020, 200 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1953,"Injection, levetiracetam, 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2251,"Injection, midazolam in 0.9% sodium chloride, intravenous, not therapeutically equivalent to j2250, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J2270,"Injection, morphine sulfate, up to 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J7521,"Tacrolimus, granules, oral suspension, 0.1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J7519,"Injection, mycophenolate mofetil, 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,J7599,"Immunosuppressive drug, not otherwise classified",Included rule,,,,,,,Yes
,,,HCPCS,J7326,"Hyaluronan or derivative, gel-one, for intra-articular injection, per dose",Included rule,,,,,,,Yes
,,,HCPCS,J7328,"Hyaluronan or derivative, gelsyn-3, for intra-articular injection, 0.1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J7307,"Etonogestrel (contraceptive) implant system, including implant and supplies",Included rule,,,,,,,Yes
,,,HCPCS,J7336,"Capsaicin 8% patch, per square centimeter",Included rule,,,,,,,Yes
,,,HCPCS,J7517,"Mycophenolate mofetil, oral, 250 mg",Included rule,,,,,,,Yes
,,,HCPCS,J7515,"Cyclosporine, oral, 25 mg",Included rule,,,,,,,Yes
,,,HCPCS,J7190,"Factor viii (antihemophilic factor, human) per i.u.",Included rule,,,,,,,Yes
,,,HCPCS,J7178,"Injection, human fibrinogen concentrate, not otherwise specified, 1 mg",Included rule,,,,,,,Yes
,,,HCPCS,J7180,"Injection, factor xiii (antihemophilic factor, human), 1 i.u.",Included rule,,,,,,,Yes
,,,HCPCS,J7189,"Factor viia (antihemophilic factor, recombinant), (novoseven rt), 1 microgram",Included rule,,,,,,,Yes
,,,HCPCS,J7192,"Factor viii (antihemophilic factor, recombinant) per i.u., not otherwise specified",Included rule,,,,,,,Yes
,,,HCPCS,Q5106,"Injection, epoetin alfa-epbx, biosimilar, (retacrit) (for non-esrd use), 1000 units",Included rule,,,,,,,Yes
,,,HCPCS,Q5116,"Injection, trastuzumab-qyyp, biosimilar, (trazimera), 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,Q5112,"Injection, trastuzumab-dttb, biosimilar, (ontruzant), 10 mg",Included rule,,,,,,,Yes
,,,HCPCS,Q5101,"Injection, filgrastim-sndz, biosimilar, (zarxio), 1 microgram",Included rule,,,,,,,Yes
,,,HCPCS,J1557,"Injection, immune globulin, (gammaplex), intravenous, non-lyophilized (e.g., liquid), 500 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1600,"Injection, gold sodium thiomalate, up to 50 mg",Included rule,,,,,,,Yes
,,,HCPCS,J1576,"Injection, immune globulin (panzyga), intravenous, non-lyophilized (e.g., liquid), 500 mg",Included rule,,,,,,,Yes
